iteration,param_1,param_2,param_3,param_4
89,55.680766486115296,112.86229671437023,0.0,17.970305915079674
90,57.873489703804125,66.30753022868737,0.0,36.26128268683938
91,121.98166812977229,108.16667522139892,0.0,15.257130789376422
92,64.41413888884817,94.89730825931791,0.0,15.062019899066833
93,63.446305987268595,137.7042995608205,0.0,23.468710867430698
94,117.01377190205757,102.30367879708666,0.0,36.886643329303936
95,92.6455238447752,129.93698284721114,0.0,27.54972304667589
96,103.02705876981912,107.45228424366911,0.0,16.431253338428377
97,126.61042564996794,132.28162593202174,0.0,31.76911398459319
98,81.03798340348328,109.51143126994427,0.0,32.573237976370976
99,119.05804001931202,141.36257364308773,0.0,28.52271866142346
100,117.56164738481027,110.9277942193852,0.0,27.606038144325552
101,51.19248223053264,139.5780546153634,0.0,36.4061066934904
102,102.10348575090853,99.79499391543058,0.0,14.982065037158957
103,135.35989478748598,144.44880487421622,0.0,29.7258829196279
104,114.26828239362901,130.53510872587825,0.0,13.651089127126387
105,101.53741135510712,97.16902424745608,0.0,28.759403874008747
106,64.86489059480023,110.05538684802123,0.0,24.94151345028258
107,112.79249979235266,55.13377722651733,0.0,26.83329061426466
108,119.41605347533653,59.23354683512192,0.0,23.975055441776572
109,124.30247090726164,140.78351773760897,0.0,21.431598766886427
110,85.58951105989946,115.59719926555286,0.0,25.52269879060217
111,73.52715593262224,120.98994707832998,0.0,31.293502737809476
112,105.36390765534094,93.17798887714957,0.0,13.755813271291558
113,81.18997539374625,88.30147850853916,0.0,26.361596826897078
114,71.21528893860396,68.74353863255246,0.0,27.68242108179316
115,139.46130447151347,101.94174104814651,0.0,26.305477533030665
116,83.90513060472215,89.16661500147082,0.0,30.697450174102563
117,137.21265456602563,104.96179995843676,0.0,21.53133800865115
118,101.61635896226726,130.4004465147609,0.0,17.509868769119027
119,118.76421687259761,100.68718589343408,0.0,13.605788735629524
120,147.86981057336325,89.44746226180278,0.0,37.49646880341601
