iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7
38,74.38026383759461,106.65736244259195,0.0,42.70260238315763,45.853688914639385,32.49599043302162,28.12285330347769
39,116.32521987033297,81.72859357683244,0.0,33.91631300519848,72.19628313225301,20.175832346232234,36.17282759520089
40,84.5084236579702,88.87378873702232,0.0,67.11599927595445,47.769991932100616,29.38739893211314,23.158298040672065
41,126.80825415061872,61.155296267306426,0.0,41.6015234997564,34.304247750478105,27.856317549165066,35.83029721292525
42,136.78899613330228,97.71970167860063,0.0,41.88963302265148,62.3246253479727,15.813405570372495,19.043918004259158
43,60.73240854651426,94.2422465347128,0.0,56.131301713168554,41.20524992730035,37.44901771808104,37.16334679517182
44,136.21524022702155,119.74692299789078,0.0,69.98678542277638,52.01013383804931,27.579717742412292,34.898856987477636
45,113.44886730722301,68.42964310599862,0.0,36.714345216611946,72.24275583905226,17.844662547047065,21.153727175115357
46,58.4366069632263,68.36552267660443,0.0,52.09568623565273,74.59300248262308,26.567720557130524,27.939291812069644
47,113.11551539181264,124.79987707922702,0.0,70.36011137227476,42.027858588714885,32.80973006190161,16.849072252933478
48,72.65138400704521,128.31496098438947,0.0,42.74864670129217,32.64538072390077,32.81639362144196,20.918372779365107
49,147.98776052176777,83.21737948286952,0.0,58.7636467239562,65.99006030982912,16.840116139531087,28.52005102575165
50,94.4647822314668,146.02431927093613,0.0,48.7284464608884,37.47233180049195,31.864528615738298,14.223416364369413
51,80.08256576193364,121.04281278834286,0.0,26.707521637859056,64.3461819049142,28.024181015307033,15.567815625672965
52,132.7983328589927,130.373309735073,0.0,55.290914811166644,56.95734661197515,35.00509494044385,32.02653768678493
53,140.88599551745017,105.92596781363137,0.0,25.37761176318342,45.555513843275875,31.93410169700648,30.755628702788922
54,80.03324304178227,98.07965652417207,0.0,43.13925716198474,34.057203822494785,26.720255491061994,24.40029012618816
55,139.25158608342034,134.68772214408528,0.0,56.153272666807574,61.835881295483915,36.53626624214744,24.872845440004543
56,112.41307068975853,128.10059632121425,0.0,54.48899468171573,61.125435488955915,15.266170608996399,14.695211324506058
57,71.40970816462402,124.54334728450686,0.0,64.87585973468059,27.03733126572578,24.10140735728447,37.011870635081614
58,116.3495772116671,127.18255030300358,0.0,61.95176022072262,31.819330232142214,36.216153473782484,28.49625789574357
59,127.65963118722068,68.81229235997084,0.0,70.54707246612676,35.2753478190316,36.29787469688681,32.266127686287476
60,144.5571669408746,148.72766586222474,0.0,59.623817191681596,67.05912723430258,33.43459319011276,29.480214647822823
61,83.6952874749175,85.36668101714025,0.0,65.4419768057123,70.50492306484412,16.106730754506266,17.508877030359873
62,81.90132848403321,65.71753807491143,0.0,72.64713534424106,74.70681263139082,34.05131079911281,31.48036082813691
63,106.93626358390243,97.82345288641571,0.0,57.27098054692002,30.3329472124561,31.23786647620377,31.20643710509374
64,116.3014051184466,112.68525883532976,0.0,31.8135751931366,38.91912180568513,24.94615549518362,17.951951249003532
65,66.0223536191318,53.891933589122466,0.0,37.23326501080317,49.72013148002639,18.802907563187627,33.65939544814177
66,129.19650831003565,101.72608104275898,0.0,40.2670758725986,71.39181942459393,18.498018444800785,25.282812889610607
67,66.5145416061892,137.25499417376957,0.0,29.314445554325253,37.90058760328095,18.126350626606243,12.754330846154105
68,107.912666302553,81.8298816925344,0.0,59.99956688348236,33.84441785554396,36.36378304937703,16.997779123160477
69,141.2495184658896,69.06748737607428,0.0,66.56907010740397,66.62145002691521,34.2251150315853,27.575944043285862
70,147.33793229683582,147.5116128570223,0.0,64.2342757843181,31.032719862730623,26.545794996850304,19.939249011223072
71,55.6079554330995,70.0222860307931,0.0,69.00888206416842,67.79879219374718,13.93998260133256,31.780925200841747
72,54.290741499388005,137.0347504235382,0.0,27.606787352240563,58.30357655119525,28.78622133460114,23.75918395536707
73,78.72591456045754,71.51387332168157,0.0,53.137261690532114,73.71946888477612,20.34545249618265,30.556411980795612
74,137.14667855048745,52.80170367138477,0.0,35.84091438358203,53.414363104836184,32.06355376102995,27.551846868833017
75,83.52723950436568,101.51484038186429,0.0,36.70955317813939,45.51719934017536,33.39464978545822,36.99340104612332
76,54.13634038312941,103.9507784196402,0.0,46.66074270798344,62.384733437198584,37.325020759901626,29.97794986660963
77,96.0775127186103,128.8251863431063,0.0,71.58523957289471,74.87843643959668,33.054022810452956,17.246571582697044
78,116.30568729205999,63.97671267967711,0.0,51.574414577290106,50.42593828480576,29.247068438623437,30.644708056911025
79,77.43638697635446,118.04804236799401,0.0,56.0987739631013,45.22481846821581,22.548760040105492,14.918437848943919
80,93.78775124113959,120.23857064736485,0.0,62.335003690724314,56.29196747398354,23.674168775704597,19.866478963050128
81,94.46765220055859,96.94690726927062,0.0,62.51218136990448,44.803530875984286,13.138408996838294,12.717263442090083
82,83.14218462769067,103.91971627876029,0.0,50.15915675533391,68.28563811913257,31.67876470773836,31.93478164132882
83,132.89641181471953,73.59629927423241,0.0,64.38884419490346,31.1546016918319,14.500691596452665,35.56032603419784
84,93.43095860181673,93.16704908831895,0.0,62.5000400261413,56.51517653872445,22.335428765399545,33.41923178852763
85,57.91248024666731,142.45517437319884,0.0,36.54212562541829,28.352051177977522,33.54755863779882,34.80811270165939
86,58.16001917464797,107.193543483066,0.0,32.17498438806617,27.113679649001455,30.10261797385658,26.865584889355855
87,107.94916001308445,106.24913882274707,0.0,61.37681341690916,58.12065925938854,33.76421763627303,14.464721493214133
88,63.31472271373143,105.13731895986938,0.0,46.92942456425743,66.18669920270112,13.824199970214893,28.212166174497476
89,96.296346115207,71.020257222497,0.0,70.19341402943542,73.59083978971104,32.432170723761104,33.65196363330044
90,132.92149559193277,64.47948528402702,0.0,65.19575805176866,34.26508986193465,23.010978057781816,18.541074173936543
91,74.7490327927221,140.9989664303455,0.0,35.20547589721967,58.08515363497677,31.928287438223524,30.142524354480916
92,85.17350991207968,116.9192069140732,0.0,32.52795201392066,70.65247699600177,35.968310808736625,24.96072767151895
93,138.73966154708884,107.62235094109145,0.0,30.683239672624335,74.74773563407729,36.29034352965209,33.12233445046717
94,89.99448268503012,141.5995390601323,0.0,59.652683965453676,33.28277753743294,13.180535590608944,12.842362924540234
95,115.67776533212606,113.88137882869182,0.0,66.08772287569104,26.725333927387663,29.47480000890422,20.060233574825432
96,109.22456426220619,119.5162764388071,0.0,36.420689002306425,41.708049155190544,24.55747043846759,15.85624430652375
97,63.3932635553181,116.5288446139051,0.0,31.762622655293576,34.561183404877,36.09235409525524,16.928885396677735
98,54.060837507113504,51.57599786238739,0.0,31.356985142211812,43.509720435523896,24.505506068884273,16.060658814105462
99,148.58202506195153,136.0957386256771,0.0,52.6228848058806,55.49376598881807,22.973123168677567,36.829911089405094
100,62.01467784351976,52.99679517563926,0.0,49.54556103375107,66.01064636409592,25.578777756550007,31.352154301298444
101,132.92658234789093,83.16037091381004,0.0,35.134570041949026,73.121954127738,30.122595902020034,20.312400890155917
102,106.07622847261399,100.72314150248846,0.0,65.02407447285874,70.63633256557485,32.619543503320934,16.590537421078917
103,99.11867363634093,60.327768192755194,0.0,74.59682720094041,52.57261784360552,31.26352114378187,32.08876542614434
104,124.74255620473431,120.6704854116075,0.0,39.59107289070924,45.02298292546052,20.82058723652931,20.771143064332804
105,59.22529242066723,65.45047781240004,0.0,73.821482697525,43.22957021143629,14.41163642952404,12.88647572804307
106,89.34430275939619,86.03881527411401,0.0,36.21737145634412,59.77136354627106,20.220171397882968,21.33441789709299
107,102.21415267299987,70.59669600937384,0.0,67.03430155365395,73.38929710146238,19.8544757814668,22.6129812366525
108,92.12212272958293,60.55339594179051,0.0,33.76828284264998,65.87454118586888,22.68555570995613,32.70478451555168
109,99.33287694115165,56.80540517789087,0.0,39.94902337165267,40.04230445637122,19.768297260781086,25.399989223019283
110,135.46094180822925,111.44696898398254,0.0,64.06670310613545,64.78130528802389,17.602123953353146,24.664515577235242
111,93.72279733296277,103.79180348910202,0.0,41.81787924826524,26.40067585937615,36.43364973862695,18.910922265853987
112,116.39118025251366,122.88913828508154,0.0,37.800621723977926,25.801010901563203,18.338931924118047,23.468269843785844
113,54.10702430821538,94.85736529088643,0.0,27.695324425760266,57.09908579531226,13.544417499669706,35.001758461724094
114,139.5596403006633,148.21901557131704,0.0,56.55843050133464,65.2881338217145,19.520316840651166,18.209699334504055
115,114.50395103648891,78.123196509748,0.0,42.66307993858093,55.18543799371827,19.323356006563298,15.188434538428933
116,95.86585282785937,123.78789596015301,0.0,27.56937724069613,67.59951214563397,20.642391580496632,14.162982587814174
117,70.02524635791791,108.1692425481605,0.0,60.163605370401974,61.122024022636054,12.660377567806755,16.791850513508837
118,78.99220898602685,113.68173321376473,0.0,33.448241464910474,69.09615714326044,20.320255284054003,24.699922913968337
119,132.00353195061015,81.02866950402314,0.0,49.88242059407093,27.01105487664412,14.647339662578032,14.639316465716293
120,72.0483297791594,120.32432496867864,0.0,38.312357563264726,47.94111481927665,27.43033568458938,25.648682123909634
