iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11
35,69.11884115734762,62.257085597580954,0.0,0.0,0.0,0.0,0.0,71.41907936878458,65.15916501760624,34.02311670191877,20.400477325166474
36,86.40965349509072,52.25930180919687,0.0,0.0,0.0,0.0,0.0,63.59034053762662,45.09298397534632,27.175739557276778,13.611474519378838
37,52.36467985706561,90.00537338886899,0.0,0.0,0.0,0.0,0.0,38.75226851912182,73.83010901867355,13.60380535736579,13.873638472918334
38,126.83418213117803,51.23003343229059,0.0,0.0,0.0,0.0,0.0,38.82926948677871,63.974927701142484,35.9215384738089,13.464885232731799
39,122.70117279732693,120.60761462111775,0.0,0.0,0.0,0.0,0.0,36.17114320570952,53.09525605180205,15.18208970922596,16.18669969288826
40,52.405212296062395,78.0388226328101,0.0,0.0,0.0,0.0,0.0,49.18979524074805,73.86727205594757,21.21065618671944,25.056174747415493
41,68.11078099726882,59.49170882324248,0.0,0.0,0.0,0.0,0.0,69.67622257071835,45.799860748494744,33.08976461989748,34.967442408809944
42,142.46694839012454,132.56527144361345,0.0,0.0,0.0,0.0,0.0,25.603311944471663,35.74507951430432,21.11742186463628,15.459134929964403
43,59.763787751981226,125.95465555799217,0.0,0.0,0.0,0.0,0.0,56.07690532956868,38.22042028099716,16.457191697899166,28.521021279985426
44,71.35328060669075,76.14275882100125,0.0,0.0,0.0,0.0,0.0,71.04200194628675,39.83584548803501,18.44213597110813,37.454698157156244
45,57.50303715188164,121.61108350802043,0.0,0.0,0.0,0.0,0.0,61.83598884901649,64.0913945010244,22.531952819151467,21.843627151787942
46,75.3012821816331,137.65086762011788,0.0,0.0,0.0,0.0,0.0,38.270632088285836,55.02945076532224,29.344113348760693,24.23746850689994
47,123.80884666587764,70.58853684822398,0.0,0.0,0.0,0.0,0.0,26.33290699443122,51.681340714609746,18.877782886648628,22.470734029754276
48,82.2216185957774,58.86896892537613,0.0,0.0,0.0,0.0,0.0,37.7125492395305,64.20324968591693,26.033884841163346,23.07804894691104
49,119.54811363127655,98.28256631744674,0.0,0.0,0.0,0.0,0.0,45.949271173518916,32.128463093137846,21.174275476405583,15.971216633056182
50,101.97013189208172,115.94323070981243,0.0,0.0,0.0,0.0,0.0,50.27552587246521,56.669835738931695,21.324639259754534,23.442349373470243
51,62.952659859093906,120.52751618626543,0.0,0.0,0.0,0.0,0.0,63.27452406879493,60.1505411066866,32.33425356127857,16.657432530230704
52,81.90861269728619,64.44455909635171,0.0,0.0,0.0,0.0,0.0,34.47685795570878,61.89357625288259,23.78463102110465,21.09437958305455
53,78.7825575358925,54.12321911686392,0.0,0.0,0.0,0.0,0.0,56.49875823501763,55.88218704336829,23.220890650090613,19.049233547466727
54,126.56911201932253,74.90867558841384,0.0,0.0,0.0,0.0,0.0,41.8178311130411,55.28189691916887,21.124133139084506,34.85380845525137
55,137.1585801156184,108.53626824924314,0.0,0.0,0.0,0.0,0.0,70.28926625998639,53.781795307069025,20.626788117351634,19.990897296020467
56,59.04414451968042,85.1616615209145,0.0,0.0,0.0,0.0,0.0,57.54299432552917,28.693414010377598,28.060001287844894,14.410705946818823
57,65.20982270789419,71.36538036371208,0.0,0.0,0.0,0.0,0.0,26.167699843346508,73.01516436823033,15.326737558998943,13.082379862234639
58,71.5426014409352,84.95307563938607,0.0,0.0,0.0,0.0,0.0,55.95210867125361,60.44165652995904,37.01576936356541,24.84327096466756
59,62.06778207887008,112.60876837404723,0.0,0.0,0.0,0.0,0.0,36.5437690125614,67.43990800284153,24.006177565666746,34.54531443173019
60,129.81550077216278,83.53741221643284,0.0,0.0,0.0,0.0,0.0,38.66672541860071,47.10103357147946,30.707618234373403,18.235614525527627
61,50.77274435118838,91.43475056533829,0.0,0.0,0.0,0.0,0.0,46.256638660639,51.5240498945773,15.273640619654039,17.72913853586093
62,59.70477437259396,111.25240568873905,0.0,0.0,0.0,0.0,0.0,28.0541528454657,49.14302961595992,26.04839506156809,14.268197056900181
63,141.90457640192972,58.60503269538311,0.0,0.0,0.0,0.0,0.0,33.00698005899093,36.38675862543271,28.75541885379797,34.217047617636865
64,78.58516011352624,52.791865393300405,0.0,0.0,0.0,0.0,0.0,54.44331053760023,49.05838871412372,24.95089981593432,14.4843894141874
65,120.51797402898768,120.34125585082558,0.0,0.0,0.0,0.0,0.0,44.77249402824467,38.207259851423274,26.55962951013999,13.04238360499996
66,149.95620565691587,135.78480214486183,0.0,0.0,0.0,0.0,0.0,35.6209087100589,66.96630972624395,16.713179676846405,13.513782866233374
67,65.77768145568216,105.64198486373657,0.0,0.0,0.0,0.0,0.0,27.224422399330205,51.18516893476723,19.375484584361324,36.10129156107796
68,84.21940883626256,61.07860236730871,0.0,0.0,0.0,0.0,0.0,42.03529494111932,68.31677649947176,17.70056603809003,31.015144374919334
69,67.82086234059848,62.138943328331266,0.0,0.0,0.0,0.0,0.0,53.27500491732924,25.74620269596788,14.791779519566681,13.819909174078088
70,71.64457272841862,57.98652561872976,0.0,0.0,0.0,0.0,0.0,66.5542653800091,38.613597131591064,32.82528474844805,33.70749964533783
71,139.06535741956571,78.48401020011916,0.0,0.0,0.0,0.0,0.0,26.56994205077285,64.04257445926117,30.26155482306494,29.97252243744073
72,115.08174803572602,82.35597036290947,0.0,0.0,0.0,0.0,0.0,44.17400315271226,39.351217692775336,14.111310137216652,23.435292440750835
73,146.67280745042476,142.83092337519997,0.0,0.0,0.0,0.0,0.0,59.519120530322354,56.85770265782892,31.138711187142796,28.80885196558468
74,63.966812682818095,73.06699915529542,0.0,0.0,0.0,0.0,0.0,48.96735764002248,65.99033046256689,17.10554194733022,30.51333406852953
75,64.2453370009892,137.9475531232931,0.0,0.0,0.0,0.0,0.0,67.773776464268,32.26848215692479,37.01655282304469,16.65219007613869
76,142.52674193525365,140.86827517169505,0.0,0.0,0.0,0.0,0.0,71.37657165998826,40.91614771859657,22.543006915683954,29.333926963947764
77,110.7678792908248,72.87828184665896,0.0,0.0,0.0,0.0,0.0,38.10320477415008,64.5192587439363,17.20853713080159,27.02278602441746
78,119.96955341086593,139.65086313240877,0.0,0.0,0.0,0.0,0.0,39.54998971433943,63.96294012863704,25.094410649742716,29.957066332052673
79,127.64318342119955,125.35180243091042,0.0,0.0,0.0,0.0,0.0,58.86692237859303,34.04684095878376,32.84219910148282,17.617836396646588
80,129.1359917175376,124.76116567858473,0.0,0.0,0.0,0.0,0.0,34.852003518484445,40.92270730443234,16.971628709659765,18.999143035703316
81,128.2125458026184,50.688625361767095,0.0,0.0,0.0,0.0,0.0,42.92814868020759,34.48934546977361,15.58107313471302,35.82233922442776
82,118.29189788207002,75.63646680404462,0.0,0.0,0.0,0.0,0.0,28.094013460805762,68.00782182740724,28.98915596096564,27.409166500381723
83,108.73116488093659,89.42323739919753,0.0,0.0,0.0,0.0,0.0,29.684468912200952,66.17329943804309,15.504411042168146,17.16413734220799
84,120.51005682438918,66.4570468112563,0.0,0.0,0.0,0.0,0.0,48.978928665407686,44.06246750395288,18.95289955768545,34.08604892382255
85,142.39098826772528,79.58989460008982,0.0,0.0,0.0,0.0,0.0,33.32611148119679,74.72072743704697,17.93874806794147,31.529770886019893
86,83.69517349004319,79.07896309551393,0.0,0.0,0.0,0.0,0.0,52.677062882552804,68.46885281115786,16.246568973606955,17.449587070939437
87,51.692134085815276,82.13696990234776,0.0,0.0,0.0,0.0,0.0,36.64051345945305,42.304069991138924,32.986940411658765,36.065424842056736
88,113.23946356633195,68.41922948209933,0.0,0.0,0.0,0.0,0.0,26.886066232813743,51.51980827884983,31.343053091270857,31.783115933475003
89,93.5445987305205,122.84854523889057,0.0,0.0,0.0,0.0,0.0,42.36232083791024,62.13130903537436,35.38000650690961,29.061518783602892
90,108.91623333431477,56.83679792807737,0.0,0.0,0.0,0.0,0.0,52.4025173404399,26.423925122267143,24.201396584136354,32.12194373895119
91,57.12681564166287,149.7618004129621,0.0,0.0,0.0,0.0,0.0,41.70910820575619,56.22481196990676,18.816736087001768,36.18666822402524
92,58.686390219013504,143.52606816393933,0.0,0.0,0.0,0.0,0.0,27.78550081412401,60.90249603408816,23.188730952330047,35.381146609175154
93,119.15109949234434,138.01750809987183,0.0,0.0,0.0,0.0,0.0,68.82047257345587,73.41273078758903,35.45797012941871,34.36706411542986
94,111.53950030025024,147.00068240682933,0.0,0.0,0.0,0.0,0.0,37.49900668803581,61.34879621524231,14.85762404253358,27.216511866674757
95,78.01976228765979,56.071598349585116,0.0,0.0,0.0,0.0,0.0,58.221140885069666,38.50009607665485,31.272754544300184,12.902438882367676
96,122.5256284151977,100.88272759632484,0.0,0.0,0.0,0.0,0.0,69.98073831960758,51.904892235689424,33.552347160665754,30.711640952417575
97,119.75932161609997,118.40442822121506,0.0,0.0,0.0,0.0,0.0,57.65141833077374,48.572222029899436,35.70663750887917,27.629590575139584
98,95.54631237660081,64.6797702835931,0.0,0.0,0.0,0.0,0.0,46.062953253561076,71.96229973074826,27.338017648986956,32.063181160071764
99,121.8373576674797,122.6637618559843,0.0,0.0,0.0,0.0,0.0,42.101031178647986,47.278911484346885,33.73702821625819,21.161384593601486
100,58.20462289492197,135.20050489133297,0.0,0.0,0.0,0.0,0.0,37.80601492638734,41.248414611274896,24.469730487752546,18.361550410279712
101,137.27652106725944,68.91569495630063,0.0,0.0,0.0,0.0,0.0,43.19421575348834,72.96676133830047,20.27029651312107,24.143271511826946
102,80.1127460821806,67.62270209765691,0.0,0.0,0.0,0.0,0.0,54.6921011791156,57.351104371863414,16.849672088662363,14.65245348080165
103,65.90012548218976,71.0072715144246,0.0,0.0,0.0,0.0,0.0,52.356003036264696,59.160491569175186,29.58244633518551,27.234338284906833
104,56.675444245323845,145.35346134768287,0.0,0.0,0.0,0.0,0.0,60.35223894073722,72.1806995851433,19.31723345486558,34.828660806104956
105,55.53358176914269,96.09078119145732,0.0,0.0,0.0,0.0,0.0,53.226438368948095,28.819053141256617,36.89361605662301,23.490709798446474
106,90.35962226973982,101.19827961387213,0.0,0.0,0.0,0.0,0.0,67.76065421922632,74.16583027408618,33.94934349654608,31.1565841584758
107,52.96580996305911,146.44249766875132,0.0,0.0,0.0,0.0,0.0,31.143853515556607,31.67731937076831,22.63558736373339,15.923388610409722
108,69.66478016294995,136.0134823498928,0.0,0.0,0.0,0.0,0.0,49.085059418698734,41.04339188496272,28.48254666721045,35.08675010333923
109,131.23313623141337,113.26131434419831,0.0,0.0,0.0,0.0,0.0,36.62457671104675,48.8773997936304,22.95398951808899,36.32561729735866
110,110.61057671745687,119.64214487118858,0.0,0.0,0.0,0.0,0.0,33.268337557673846,64.04036091861568,18.629836005063524,29.526747374441907
111,73.63710923043395,68.5572042280967,0.0,0.0,0.0,0.0,0.0,68.65018641020954,48.826852510335236,18.271900789393854,37.27362041777844
112,131.77547132740733,149.23902852558348,0.0,0.0,0.0,0.0,0.0,46.955084337254696,64.36095062946701,26.31293921033145,14.743479679151536
113,76.53466160506495,145.41503505895756,0.0,0.0,0.0,0.0,0.0,38.03378126490601,72.08774267504563,35.839487116593226,16.025911543233292
114,69.00236645927926,103.8502947287955,0.0,0.0,0.0,0.0,0.0,62.480692476578746,69.0854984610628,13.050588678414412,36.75017389617975
115,135.7668428324095,57.32778103381866,0.0,0.0,0.0,0.0,0.0,42.671568881333506,40.657700045982935,17.345165849967277,21.718545791971884
116,70.47164886783715,99.66581764477603,0.0,0.0,0.0,0.0,0.0,34.76679839846201,35.38655064808253,14.888445934523745,12.75575990431037
117,76.79887913789241,130.06629207700067,0.0,0.0,0.0,0.0,0.0,34.17879941471861,27.144283032210303,33.20858836071727,34.71493354388986
118,148.34998575484005,120.25202382605937,0.0,0.0,0.0,0.0,0.0,37.98652188606166,49.26150591115257,25.473930074783325,28.70115725713658
119,106.11372245546575,134.35605350837446,0.0,0.0,0.0,0.0,0.0,60.10780921527048,29.76468281782679,23.299238606250665,13.486703118814928
120,113.25275632585443,76.85184560741311,0.0,0.0,0.0,0.0,0.0,48.77930180607656,60.27627196978705,31.468827831125513,31.06123102635625
