iteration,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8
56,67.11184107862385,69.18232569530396,90.9615105944711,0.0,73.40723168374166,65.18263977098268,17.93152375199675,29.876057314424976
57,68.95371591141756,25.769652739143673,140.6080802631777,0.0,71.1346734664525,29.48355225317951,27.928857683898535,27.616802780290723
58,142.86835164572983,39.031042830927696,131.51851064567495,0.0,54.37107876876064,36.06175510812873,25.304326864074213,34.84707564216167
59,74.90867558841384,61.80147115175648,138.3657760386788,0.0,54.29679952737922,30.329917757087333,20.90891555652055,35.525970369030325
60,99.22245469035069,39.766551118457045,137.1585801156184,0.0,50.27532328321374,64.19729871665479,33.63607503091812,31.152600676130433
61,137.0840167527468,35.689093887729065,138.89231403153423,0.0,65.63144054508618,29.52207225984021,21.290415380228627,29.364876774505056
62,63.899631713342366,34.08099250977251,112.42984723923269,0.0,25.895889885538498,28.444058607623724,27.703041509486358,21.75665684750978
63,139.43438915307865,26.536737887541,77.04331074525864,0.0,32.459770202212255,52.54164567732239,30.850716549816187,32.957871840362714
64,66.27807121263744,31.08521010320679,71.76363213041749,0.0,72.48466252966122,71.12893838765743,17.223573776890007,15.977074056664708
65,89.08322526427087,32.20526593158761,144.56621185279948,0.0,27.67362802208219,70.10139182218322,18.255182102468098,15.474156387339338
66,142.9020096826477,53.58284641601744,99.2426452134432,0.0,41.49178221636011,63.391319954014094,21.28410853738718,13.173541765904734
67,119.02983314940339,45.48365342221666,123.88488778120927,0.0,49.70337741553188,31.67505813792349,26.86132654436718,13.655122696864511
68,54.25853049604127,47.17136890777616,137.33998860114295,0.0,54.33266507085913,71.39007056319696,27.13581676720289,23.179367041060754
69,126.97304874926564,33.00698005899093,104.45445362983826,0.0,57.497256123832685,73.96783778606778,25.803921795231453,31.329278861916887
70,57.243220604717706,33.70720838176506,114.71260955429139,0.0,54.44331053760023,65.94856889366083,28.02688669897881,16.338305982876903
71,120.51797402898768,60.17062792541279,135.06728934712808,0.0,67.35743050619132,49.33632509815933,35.78341050321122,22.386247014122336
72,99.90481837853852,26.1416407305955,95.67727466999162,0.0,67.89240107243091,28.803314871355525,13.459509961026805,12.898667346408171
73,93.19149081811067,25.44772144132978,72.97098984749127,0.0,52.792665115599725,67.4038080746085,16.44442036392054,26.410496215934142
74,132.18264708006475,39.61120806676911,124.91093216551602,0.0,63.603283365124405,73.2796681096299,30.79817755407319,26.1411122739166
75,119.08380014337735,32.61430771216319,87.82266921698722,0.0,37.55178482582456,36.33783440621382,27.956379679322897,22.024600051355048
76,135.50819107149366,50.011468492695165,135.6710652618672,0.0,30.509206921979498,56.88911417840491,33.72464798356917,31.85681815758077
77,144.14781009299531,56.779062996989836,54.54181843937357,0.0,30.646849519232646,32.38107468396759,23.344812761122537,18.483972617669956
78,116.80941893285133,54.71796577101069,144.17825014846787,0.0,62.032082581431894,66.11373670234121,16.506807590485188,24.32756952971008
79,120.92063022773824,40.33612369869653,134.97723479210015,0.0,27.14891172172021,69.96381200760331,25.772795367613057,28.69576953169447
80,58.23232068583108,68.59711371933221,77.46145919458682,0.0,67.68742194504478,71.27217230178363,25.138489691287003,17.7064854685896
81,112.27837378029588,28.001385141172406,97.93471528004495,0.0,55.40608286990691,72.47494378924716,28.13622749420961,31.533330001978122
82,147.47124615969497,50.02657220538269,81.13719903823846,0.0,70.07353605123035,67.773776464268,21.549337802548603,26.304106731314448
83,113.54299472524238,71.26337096762683,140.86827517169505,0.0,67.1926816750202,42.98940237239242,15.362297099162566,22.643342134866547
84,65.68512948398968,27.209026504327372,145.82540668778634,0.0,55.3839396454124,36.43914092332948,32.14902588905771,33.83564922911925
85,75.25784085316629,58.863737163968,64.28126332689055,0.0,51.82912999848306,28.31059209443727,19.611738449503036,29.992388352716482
86,116.3656447119973,71.51910322916423,116.55013853247623,0.0,65.56598472556108,58.82193220681244,33.73065287699512,13.830159824559605
87,140.48891015417837,59.70976528247378,117.48189647542304,0.0,67.57430779285465,48.392245545168564,13.814412031582718,18.700802654505026
88,117.84149578859511,74.77129222853863,51.568868093024214,0.0,65.02065754950596,32.58479085064824,13.323744128169782,23.211419201548022
89,109.43278215001322,40.940237721241004,99.80520848000404,0.0,38.03738132214657,66.49027318420994,18.133437798341635,23.909137638563106
90,121.66971092670474,51.94107022692375,96.3994179619139,0.0,36.10657586789382,71.29850646464945,18.362793257070283,33.48926425151495
91,92.99475734733407,28.535377787626864,118.22635847080807,0.0,54.25592918382088,64.74778194373718,16.495911253456427,30.120573946612417
92,97.95785733081537,73.13026433233023,131.24332867203486,0.0,68.20292748574293,36.89811867776929,22.10808914234618,19.438751718236457
93,123.03544934422032,65.00404201382477,145.0893136240869,0.0,56.61029714434205,53.24632650713832,16.742737990766248,25.262278061396465
94,79.07896309551393,40.28631075952693,95.8474300267171,0.0,49.91975449385746,50.90620625565017,26.338531441276402,24.061283584521345
95,103.63152364689606,56.755671235701435,51.692134085815276,0.0,27.83424412837836,55.432608578563894,32.45383535206409,29.43609226071032
96,148.11828586619043,25.114549984278373,94.60848932736943,0.0,42.77110342365745,56.619731783165975,17.10480737052483,17.786583544819617
97,112.95651921734486,59.073288971600434,131.49822277855853,0.0,48.78773149504537,42.35285865837262,25.980781560042626,24.957932570547047
98,85.34361592004545,56.741966295966506,54.749243104747215,0.0,34.04338806542465,61.30476320363856,22.611652241726063,36.32793570261585
99,105.03984180000177,52.76081736368744,77.46229403218535,0.0,61.89346745023359,26.601270045930125,18.226129547377727,31.296523841609968
100,141.13683757932463,40.71116110921238,61.79829112811851,0.0,26.72990079507066,41.72999887478201,32.66454520062061,15.571955504728626
101,117.76647995340583,69.70811566362508,73.86245741422188,0.0,63.667359769786344,50.4982328517807,27.462562123028317,36.21486452045739
102,114.58272250856156,74.45236828841195,59.39814227725394,0.0,56.368765027358194,37.47584909008334,32.053527459778365,18.326042576140846
103,122.90896043693267,63.68364200176004,69.5947218649678,0.0,73.19173118626638,47.11975071826387,17.781642204547087,27.054982144831335
104,134.7123899841092,58.221140885069666,96.95677180939249,0.0,31.460855028509403,44.82657002476726,29.30783341267329,34.48217521162071
105,107.41441912957646,69.90607700984484,62.82328865642195,0.0,69.98073831960758,69.79407534364137,32.50647502740252,18.50032492286651
106,119.75932161609997,59.20221411060753,93.27996954256527,0.0,48.41606637103574,30.605631746982464,23.225764014979582,28.82570916538687
107,91.15027924494528,36.53524845821414,84.04298247810006,0.0,32.33988514179655,74.64418223482316,27.87382433970549,30.884764813532573
108,94.76576042713299,50.6031835118055,77.30370266836378,0.0,52.13783409897521,31.288417942667678,30.459339416869923,30.665940463996076
109,81.01813382301285,53.655816271885094,64.12443434243481,0.0,59.87360892573579,56.525229449661694,30.417601343252283,33.7609296500919
110,118.49287406867943,60.297534470083704,147.77805609876825,0.0,57.854059879027076,69.09255722182081,28.719681965352283,35.021932873865445
111,69.17531276909989,43.42519646007141,142.0794875635732,0.0,74.86253224582207,34.8020061349897,31.010288972282048,30.809641079800663
112,54.99049370271385,40.478760554677265,65.1917773431166,0.0,35.037115383808896,72.94596160726931,20.18618509950467,25.20957768475415
113,121.25835937990092,27.880977917768828,105.59721515204639,0.0,48.48166912362184,35.117074771589,28.56121576507299,21.589368036721485
114,113.62001878487354,73.42800638007681,139.57792900313754,0.0,62.74616243503258,58.39401580715196,32.96328590593792,22.358364056069718
115,55.966213829606644,60.46540715451209,75.18301029028434,0.0,36.78430762071871,34.26250051649808,23.548354191525654,24.101991739991867
116,70.12856930301584,58.551782679316865,135.52130843845265,0.0,50.48012419779884,40.12293541434291,15.845904409232988,20.340661939149463
117,58.39889924314996,52.62170141080825,79.42317545471529,0.0,65.63478756820598,31.143853515556607,25.26730942208574,12.739895620474053
118,67.3641313094177,34.832390081474976,136.0134823498928,0.0,56.36682868490425,32.62163923433564,27.05443322366706,31.45374201606505
119,50.05230025657512,47.03353837394366,137.63584729613936,0.0,65.61656811570668,56.630657172099156,34.02789950313547,13.95531130287242
120,55.99089839918068,58.485938329788254,136.56831520028908,0.0,58.67116942029631,63.658563178994896,21.36429431365565,27.652644179364216
